# Copyright 2008 Google Inc. All rights reserved.
# This file was machine-generated, do not edit.
# This file is encoded in UTF-8, do not reencode.
# ICU4J version 4.0.0.0
# Generated on 2008-10-01 12:41:27 with com.google.i18n.identifiers.impl.tools.BuildLanguageNameTables by dougfelt
x-bork;x-bork;Bork, bork, bork!
na;th;นอรู
peo;th;เปอร์เซียโบราณ
nb;th;นอร์เวย์บอกมอล
nd;th;เอ็นเดเบลีเหนือ
ne;th;เนปาล
znd;th;ซานเด
cus;th;ภาษาคูชิทิก
ng;th;ดองกา
jpr;th;ยิว-เปอร์เซีย
kpe;th;กเปลเล
nl;th;ดัตช์
nyn;th;เนียโกเล
nym;th;เนียมเวซี
jv;th;ชวา
myv;th;อิร์ซยา
nyo;th;เนียโร
afh;th;อาฟริฮิลิ
him;th;ฮิมาชาลิ
hil;th;ไฮลิเกนอน
myn;th;ภาษามายัน
kj;th;กวนยามา
tvl;th;ตูวาลู
ki;th;กิกุยุ
kmb;th;คิมบุนดู
kg;th;คองโก
inc;th;ภาษาอินดิก
hit;th;ฮิตไตท์
ka;th;จอร์เจีย
sla;th;ภาษาสลาวิก
nzi;th;นซิมา
bej;th;เบจา
kw;th;คอร์นิส
ky;th;เคอร์กิซ
ks;th;กัศมีร์
ku;th;เคิร์ด
kv;th;โกมิ
ber;th;เบอร์เบอร์
ko;th;เกาหลี
ine;th;ภาษาอินโด-ยูโรเปียน
inh;th;อิงกุช
tut;th;ภาษาอัลตาอิก
kr;th;คานูรี
kk;th;คาซัค
bem;th;เบมบา
kl;th;กรีนแลนด์ดิค
km;th;เขมร
kn;th;กันนาดา
li;th;ลิมเบิร์ก
tum;th;ทุมบูกา
tup;th;ภาษาทุพิ
afa;th;อาฟโร-เอเชียติก
lg;th;กานดา
la;th;ละติน
lb;th;ลักเซมเบิร์ก
hr;th;โครเอเชีย
mwr;th;มาร์วารี
wal;th;วาลาโม
ht;th;เฮติ
wak;th;ภาษาวากาชาน
snk;th;โซนินเก
hu;th;ฮังการี
bho;th;ภจบุรี
xal;th;กาลมิก
mwl;th;มิรันดีส
hi;th;ฮินดี
ho;th;ฮิริโมทุ
war;th;วาเรย์
was;th;วาโช
id;th;อินโดนีเชีย
ia;th;ภาษากลางที่ใช้ในการสื่อสารระหว่างประเทศ
ig;th;อิกโบ
ie;th;อินเตอร์ลิงค์
hz;th;เฮเรโร
hy;th;อาร์เมเนีย
ady;th;อะดีเกยา
smn;th;อินาริซามิ
ilo;th;อิโลโก
is;th;ไอซแลนดิก
it;th;อิตาลี
iu;th;ไอนุกติตัท
smj;th;ลูลซามิ
ii;th;เสฉวนยิ
ach;th;อาโคลิ
ik;th;ไอนูเปียก
sms;th;สกอลตซามิ
ace;th;อาเจะห์
io;th;อิโด
ada;th;อาดางมี
sma;th;ซามิใต้
smi;th;ภาษาซามิ
dyu;th;ดิวลา
ja;th;ญี่ปุ่น
xh;th;โซสา
pon;th;โพฮ์นเพเอียน
lol;th;มองโก
moh;th;โมฮอว์ก
wo;th;โวลอฟ
cmc;th;ภาษาชามิก
mos;th;มอสสิ
wa;th;วอลลูน
loz;th;โลซิ
vi;th;เวียดนาม
syr;th;ไซเรียก
tsi;th;ซิมเชียน
rup;th;อาโรมาเนียน
nwc;th;เนวาริคลาสสิก
vo;th;โวลาพุก
uz;th;อุซเบก
ve;th;เวนดา
fur;th;เฟรียเลียน
uk;th;ยูเครน
ug;th;อุยกัว
ewo;th;อีวันโด
ur;th;อูรดู
ty;th;ตาฮิเตียน
tt;th;ตาตาร์
tw;th;ทวิ
hmn;th;ม้ง
gmh;th;เยอรมันสูงกลาง
doi;th;ดอจริ
to;th;ตองกา
tmh;th;ทามาเชก
tn;th;สวานา
nub;th;ภาษานูเบียน
tl;th;ตากาล็อก
ts;th;ซองกา
tr;th;ตุรกี
cop;th;คอปติก
ssa;th;ภาษานิโล-ซาฮารัน
tg;th;ทาจิก
te;th;เตลูกู
tk;th;เติร์ก
ti;th;ทิกรินยา
th;th;ไทย
ta;th;ทมิฬ
su;th;ซุนดา
sv;th;สวีเดน
ss;th;สวาติ
cpf;th;ครีโอเลสและพิกกินส์ที่มาจากฝรั่งเศสอื่นๆ
st;th;โซโทใต้
cpe;th;ครีโอเลสและพิกกินส์ที่มาจากอังกฤษอื่นๆ
lua;th;ลูบา-ลูลัว
oto;th;ภาษาโอโทเมียน
sw;th;สวาฮีลี
sl;th;สโลวีเนีย
sk;th;สโลวัก
sn;th;โชนา
sm;th;ซามัว
cpp;th;ครีโอเลสและพิกกินส์ที่มาจากโปรตุเกสอื่นๆ
so;th;โซมาลี
sr;th;เซอร์เบีย
sq;th;แอลเบเนีย
sd;th;สินธุ
ota;th;ตุรกีออตโดมัน
sc;th;ซาร์ดิเนีย
se;th;ซามิเหนือ
sh;th;เซอร์โบ-โครเอเชีย
sg;th;แซงโก
si;th;สิงหล
goh;th;เยอรมันสูงโบราณ
dum;th;ดัตช์กลาง
nso;th;โซโทเหนือ
sa;th;สันสกฤต
zun;th;ซูนิ
gon;th;กอนดิ
gor;th;กอรอนทาโล
ru;th;รัสเซีย
got;th;โกธิก
dua;th;ดัวลา
rw;th;คินยาร์วันดา
car;th;คาริบ
ro;th;โรมาเนีย
ypk;th;ภาษายูพิก
cau;th;ภาษาคอเคเซียน
rn;th;คิรันดี
rm;th;เรโต-โรแมนซ์
tog;th;ตองกา - ไนซา
en_US;th;อังกฤษ (สหรัฐอเมริกา)
iro;th;ภาษาอิโรกัวเอียน
pra;th;ภาษาปรากฤต
suk;th;ซุกุมา
hsb;th;ซอร์เบียนบน
sus;th;ซูซู
cad;th;คัดโด
sux;th;สุเมเรียน
zxx;th;ไม่มีข้อมูลภาษา
dra;th;ภาษาดราวิเดียน
qu;th;เกซัว
es_ES;th;สเปน (สเปน)
cai;th;ภาษาอเมริกันอินเดียนกลาง
crh;th;ตุรกีไครเมีย
grb;th;เกรโบ
mus;th;ครีก
tpi;th;ท็อกพิซิน
crp;th;คริโอลหรือพิดจิน
grc;th;กรีกโบราณ
mul;th;หลายภาษา
mun;th;ภาษามันดา
frm;th;ฝรั่งเศสกลาง
nqo;th;เอ็นโก
fro;th;ฝรั่งเศสโบราณ
ira;th;อิหร่าน
frs;th;ฟริเซียนตะวันออก
frr;th;ฟริเซียนเหนือ
csb;th;คาซูเบียน
pro;th;โพรเวนคอลโบราณ
pt;th;โปรตุเกส
dsb;th;ซอร์เบียนต่ำ
jrb;th;ยิว-อาหรับ
ps;th;พาชตู
tai;th;ภาษาไท
sad;th;ซันดาเว
tig;th;ทิจเร
fon;th;ฟอน
sah;th;ยากุต
sai;th;ภาษาอเมริกันอินเดียนใต้
sal;th;ภาษาซาลิชัน
sam;th;ซามาริทันอราเมอิก
kbd;th;คาร์บาเดีย
umb;th;อุมบุนดู
en_GB;th;อังกฤษ (สหราชอาณาจักร)
arc;th;อราเมอิก
arp;th;อาราพาโฮ
dgr;th;ดอจริบ
arn;th;อาราคาเนียน
bra;th;บราจ
kaw;th;กาวิ
gsw;th;เยอรมันสวิส
arw;th;อาราวัก
kar;th;กะเหรี่ยง
nog;th;โนไก
art;th;ภาษาประดิษฐ์
kam;th;คัมบา
non;th;นอร์สโบราณ
mga;th;ไอริชกลาง
und;th;ไม่มีข้อมูล
elx;th;อีลาไมต์
kac;th;กะฉิ่น
kab;th;กาไบล
kaa;th;การา-กาลพาก
sat;th;สันตาลี
sas;th;ซาซัก
tiv;th;ทิฟ
tkl;th;โทเคลัว
pt_BR;th;โปรตุเกส (บราซิล)
apa;th;ภาษาอาปาเช่
gwi;th;กวิชอิน
osa;th;โอซาเก
btk;th;บาตัก
cel;th;ภาษาเซลติก
del;th;เดลาแวร์
den;th;สลาฟ
lez;th;เลซเกียน
ceb;th;เซบู
min;th;มินางกาเบา
hup;th;ฮูพา
tli;th;ทลิงกิต
enm;th;อังกฤษกลาง
bua;th;บูเรียต
tlh;th;คลินกอน
mis;th;ภาษาอื่นๆ
mic;th;มิกแมก
bug;th;บูกิส
tem;th;ทิมเน
sit_NP;th;ภาษาซิโน-ทิเบตัน (เนปาล)
chb;th;ชิบชา
egy;th;อียิปต์โบราณ
de_AT;th;เยอรมัน (ออสเตรีย)
awa;th;อวาธี
chy;th;เชเยน
chg;th;ชากาไท
chk;th;ชูกิส
mkh;th;ภาษามอญ-เขมร
cho;th;ชอกทาว
chp;th;ชิเพวยัน
chm;th;มาริ
chn;th;ชินุคจาร์กอน
tet;th;เตตุม
ter;th;เทเรโน
chr;th;เชอโรกี
zh;th;จีน
fil;th;ฟิลิปปินส์
ast;th;อัสตูเรียส
za;th;จวง
mni;th;มณีปุริ
din;th;ดินกา
fiu;th;ฟินโน-อักเรียน
zu;th;ซูลู
mno;th;ภาษามาโนโบ
vot;th;โวทิก
uga;th;ยูการิติก
mnc;th;แมนจู
ath;th;ภาษาอาธาพาสกาน
nic;th;ภาษาไนเจอร์-กอร์โดฟาเนียน
nia;th;เนีส
byn;th;บลิน
de_CH;th;เยอรมัน (สวิตเซอร์แลนด์)
niu;th;ไนอีน
eka;th;อีกาจุก
aus;th;ภาษาออสเตรเลีย
yo;th;โยรูบา
yi;th;ยิดดิช
ti;ti;ትግርኛ
zh_Hant;tr;Çince (Geleneksel Han)
fy;tr;Batı Frizcesi
gd;tr;İskoç Gal Dili
ga;tr;İrlanda Dili
shn;tr;Shan Dili
fj;tr;Fiji Dili
ff;tr;Fulah
fi;tr;Fince
fr;tr;Fransızca
fo;tr;Faroe Dili
zh_Hans;tr;Çince (Basitleştirilmiş Han)
udm;tr;Udmurtça
sga;tr;Eski İrlandaca
he;tr;İbranice
ha;tr;Hausa
sgn;tr;İşaret Dilleri
gn;tr;Guarani
gil;tr;Gilbertese
gl;tr;Galiçya Dili
ain;tr;Ainu
gv;tr;Manks
bik;tr;Bikol
gu;tr;Gujarati
iba;tr;Iban
bin;tr;Bini
dv;tr;Divehi
dz;tr;Butan Dili
de;tr;Almanca
mai;tr;Maithili
fr_CH;tr;Fransızca (İsviçre)
mak;tr;Makasar
mad;tr;Madura Dili
mag;tr;Magahi
map;tr;Avustronezya Dili
fr_CA;tr;Fransızca (Kanada)
mas;tr;Masai
wen;tr;Sorb Dilleri
nl_BE;tr;Hollanda Dili (Belçika)
man;tr;Mandingo
sid;tr;Sidamo
eu;tr;Baskça
khi;tr;Diğer Hoisan Dilleri
fa;tr;Farsça
kha;tr;Khasi
bla;tr;Siksika
sit;tr;Diğer Sino-Tibet Dilleri
new;tr;Newari
ee;tr;Ewe
el;tr;Yunanca
sio;tr;Siu Dilleri
zen;tr;Zenaga
eo;tr;Esperanto
en;tr;İngilizce
et;tr;Estonya Dili
kho;tr;Hotanca
es;tr;İspanyolca
efi;tr;Efik
ca;tr;Katalanca
hai;tr;Haida
root;tr;Köken
haw;tr;Hawaii Dili
bs;tr;Boşnakça
br;tr;Breton Dili
zbl;tr;Blis Sembolleri
bn;tr;Bengal Dili
bo;tr;Tibetçe
bm;tr;Bambara
anp;tr;Angika
bg;tr;Bulgarca
bh;tr;Bihari
bi;tr;Bislama
be;tr;Beyaz Rusça
bnt;tr;Bantu Dili
da;tr;Danca
ang;tr;Eski İngilizce
nds;tr;Aşağı Almanca
mdf;tr;Moksha
fat;tr;Fanti
dak;tr;Dakota
cy;tr;Galce
cv;tr;Çuvaş
fan;tr;Fang
cu;tr;Kilise Slavcası
gez;tr;Geez
cs;tr;Çekçe
mdr;tr;Mandar
cr;tr;Cree
dar;tr;Dargva
co;tr;Korsika Dili
kfo;tr;Koro
jbo;tr;Lojban
day;tr;Dayak
ch;tr;Chamorro
sco;tr;İskoç
gem;tr;Diğer Germen Dilleri
ce;tr;Çeçence
scn;tr;Sicilyaca
nap;tr;Napolice
es_419;tr;İspanyolca (Latin Amerika ve Karayipler)
rap;tr;Rapanui
kcg;tr;Tyap
rar;tr;Rarotongan
nah;tr;Nahuatl
nai;tr;Diğer Kuzey Amerika Yerli Dilleri
lad;tr;Ladino
lah;tr;Lahnda
pau;tr;Palau Dili
alt;tr;Güney Altayca
lam;tr;Lamba
men;tr;Mende
en_AU;tr;İngilizce (Avustralya)
en_CA;tr;İngilizce (Kanada)
alg;tr;Algonquian Dilleri
az;tr;Azerice
paa;tr;Diğer Papua Dilleri
ay;tr;Aymara
ba;tr;Başkırt Dili
pag;tr;Pangasinan
ale;tr;Aleut
as;tr;Assamca
pal;tr;Pehlevi
ar;tr;Arapça
pap;tr;Papiamento
av;tr;Avar Dili
pam;tr;Pampanga
ak;tr;Akan
raj;tr;Rajasthani
yap;tr;Yapça
am;tr;Amharik
an;tr;Aragonca
yao;tr;Yao
aa;tr;Afar
zap;tr;Zapotek Dili
ab;tr;Abazca
vai;tr;Vai
sem;tr;Diğer Semitik Diller
akk;tr;Akad Dili
sel;tr;Selkup
ae;tr;Avestçe
af;tr;Afrikaan Dili
nr;tr;Güney Ndebele
krc;tr;Karaçay-Balkar
no;tr;Norveççe
nn;tr;Norveççe Nynorsk
gba;tr;Gbaya
ny;tr;Nyanja
nv;tr;Navaho Dili
pt_PT;tr;Portekizce (Portekiz)
oc;tr;Occitan
lui;tr;Luiseno
kut;tr;Kutenai
luo;tr;Luo
lun;tr;Lunda
om;tr;Oromo
lus;tr;Lushai
phn;tr;Fenike Dili
kum;tr;Kumukça
oj;tr;Ojibwa
phi;tr;Diğer Filipinler Dilleri
tyv;tr;Tuvaca
ban;tr;Bali Dili
os;tr;Oset
bal;tr;Baluchi
bai;tr;Bamileke Dilleri
rom;tr;Romanca
or;tr;Oriya
son;tr;Songhai
bad;tr;Banda Dili
ijo;tr;Ijo
gaa;tr;Ga
kro;tr;Kru
roa;tr;Diğer Roman Dilleri
sog;tr;Sogdiana Dili
pa;tr;Pencap Dili
gay;tr;Gayo
kru;tr;Kurukh
pl;tr;Lehçe
bat;tr;Diğer Baltık Dilleri
bas;tr;Basa Dili
krl;tr;Karelian
pi;tr;Pali
lo;tr;Laos Dili
ln;tr;Lingala
lv;tr;Letonya Dili
lu;tr;Luba-Katanga
lt;tr;Litvanya Dili
srr;tr;Serer
srn;tr;Sranan Tongo
kos;tr;Kosraean
kok;tr;Konkani
mg;tr;Malaga Dili
mh;tr;Marshall Adaları Dili
mk;tr;Makedonca
ml;tr;Malayalam
mi;tr;Maori
mn;tr;Moğolca
mo;tr;Moldovaca
mr;tr;Marathi
mt;tr;Malta Dili
sr_Latn;tr;Sırpça (Latin)
ms;tr;Malay
my;tr;Birmanya Dili
na;tr;Nauru Dili
peo;tr;Eski Farsça
nb;tr;Norveççe Bokmål
nd;tr;Kuzey Ndebele
ne;tr;Nepalce
znd;tr;Zande
cus;tr;Diğer Kuşitik Diller
ng;tr;Ndonga
jpr;tr;Yahudi Farsçası
kpe;tr;Kpelle
nl;tr;Hollanda Dili
nyn;tr;Nyankole
nym;tr;Nyamwezi
jv;tr;Java Dili
myv;tr;Erzya
nyo;tr;Nyoro
afh;tr;Afrihili
him;tr;Himachali
hil;tr;Hiligaynon
myn;tr;Maya Dilleri
kj;tr;Kuanyama
tvl;tr;Tuvalu
ki;tr;Kikuyu
kmb;tr;Kimbundu
kg;tr;Kongo
inc;tr;Diğer Hint Dilleri
hit;tr;Hititçe
ka;tr;Gürcüce
sla;tr;Diğer Slav Dilleri
nzi;tr;Nzima
bej;tr;Beja Dili
kw;tr;Cornish
ky;tr;Kırgızca
ks;tr;Keşmirce
ku;tr;Kürtçe
ckb;tr;Sorani Kürtçe
kv;tr;Komi
ber;tr;Berberi
ko;tr;Korece
ine;tr;Diğer Hint-Avrupa Dilleri
inh;tr;İnguş Dili
tut;tr;Diğer Altay Dilleri
kr;tr;Kanuri
kk;tr;Kazak Dili
bem;tr;Bemba
kl;tr;Grönland Dili
km;tr;Kamboçya Dili
kn;tr;Kannada
li;tr;Limburgish
tum;tr;Tumbuka
tup;tr;Tupi dilleri
afa;tr;Diğer Afro-Asyatik Diller
lg;tr;Ganda
la;tr;Latince
lb;tr;Lüksemburg Dili
hr;tr;Hırvatça
mwr;tr;Marwari
wal;tr;Walamo
ht;tr;Haiti Dili
wak;tr;Wakashan Dilleri
snk;tr;Soninke
hu;tr;Macarca
bho;tr;Bhojpuri
xal;tr;Kalmık
mwl;tr;Miranda Dili
hi;tr;Hintçe
ho;tr;Hiri Motu
war;tr;Waray
was;tr;Washo
id;tr;Endonezya Dili
ia;tr;Interlingua
ig;tr;Igbo
ie;tr;Interlingue
hz;tr;Herero
hy;tr;Ermenice
ady;tr;Çerkezce
smn;tr;Inari Sami
ilo;tr;Iloko
is;tr;İzlandaca
it;tr;İtalyanca
iu;tr;Inuktitut
smj;tr;Lule Sami
ii;tr;Sichuan Yi
ach;tr;Acoli
ik;tr;Inupiak
sms;tr;Skolt Sami
ace;tr;Achinese
io;tr;Ido
ada;tr;Adangme
sma;tr;Güney Sami
smi;tr;Diğer Sami Dilleri
dyu;tr;Dyula
ja;tr;Japonca
xh;tr;Xhosa
pon;tr;Pohnpeian
lol;tr;Mongo
moh;tr;Mohawk
wo;tr;Wolof
syc;tr;Klasik Süryanice
cmc;tr;Chamic Dilleri
mos;tr;Mossi
wa;tr;Walloon
loz;tr;Lozi
vi;tr;Vietnamca
syr;tr;Süryanice
tsi;tr;Tsimshian
rup;tr;Aromanca
nwc;tr;Klasik Nevari
vo;tr;Volapük
uz;tr;Özbekçe
ve;tr;Venda
fur;tr;Friulian
uk;tr;Ukraynaca
ug;tr;Uygurca
ewo;tr;Ewondo
ur;tr;Urduca
ty;tr;Tahiti Dili
tt;tr;Tatarca
tw;tr;Twi
hmn;tr;Hmong
gmh;tr;Ortaçağ Yüksek Almancası
doi;tr;Dogri
to;tr;Tonga
tmh;tr;Tamaşek
tn;tr;Setswana
nub;tr;Nubian Dilleri
tl;tr;Tagalog
ts;tr;Tsonga
tr;tr;Türkçe
cop;tr;Kiptice
ssa;tr;Diğer Nil-Sahara Dilleri
tg;tr;Tacik Dili
te;tr;Telugu
tk;tr;Türkmence
ti;tr;Tigrinya
th;tr;Tay Dili
ta;tr;Tamil
su;tr;Sunda Dili
sv;tr;İsveççe
ss;tr;Siswati
cpf;tr;Diğer Fransızca tabanlı Creole ve Pidgin Dilleri
st;tr;Güney Sotho
cpe;tr;Diğer İngilizce tabanlı Creole ve Pidgin Dilleri
lua;tr;Luba-Lulua
oto;tr;Otomi Dilleri
sw;tr;Swahili
sl;tr;Slovence
sk;tr;Slovakça
sn;tr;Shona
sm;tr;Samoa Dili
cpp;tr;Diğer Portekizce tabanlı Creole ve Pidgin Dilleri
so;tr;Somali Dili
sr;tr;Sırpça
sq;tr;Arnavutça
sd;tr;Sindhi
ota;tr;Osmanlı Türkçesi
sc;tr;Sardunya Dili
se;tr;Kuzey Sami
sh;tr;Sırp-Hırvat Dili
sg;tr;Sangho
si;tr;Sinhal Dili
goh;tr;Eski Yüksek Almanca
dum;tr;Ortaçağ Felemenkçesi
nso;tr;Kuzey Sotho
sa;tr;Sanskritçe
zun;tr;Zuni
gon;tr;Gondi
gor;tr;Gorontalo
ru;tr;Rusça
got;tr;Gotça
dua;tr;Duala
rw;tr;Kinyarwanda
car;tr;Carib
ro;tr;Romence
ypk;tr;Yupik Dilleri
cau;tr;Diğer Kafkas Dilleri
rn;tr;Kirundi
rm;tr;Rhaeto-Roman Dili
tog;tr;Nyasa Tonga
en_US;tr;İngilizce (Amerika Birleşik Devletleri)
iro;tr;Iroquoian Dilleri
pra;tr;Prakrit Dilleri
suk;tr;Sukuma
hsb;tr;Yukarı Sorbça
sus;tr;Susu
cad;tr;Caddo
sux;tr;Sümerce
zxx;tr;Dilbilim içeriği yok
dra;tr;Diğer Dravid Dilleri
qu;tr;Quechua
es_ES;tr;İspanyolca (İspanya)
cai;tr;Diğer Orta Amerika Yerli Dilleri
crh;tr;Kırım Türkçesi
grb;tr;Grebo
mus;tr;Creek
tpi;tr;Tok Pisin
crp;tr;Diğer Creole ve Pidgin Dilleri
grc;tr;Antik Yunanca
mul;tr;Birden Fazla Dil
mun;tr;Munda Dilleri
frm;tr;Ortaçağ Fransızcası
nqo;tr;N’Ko
fro;tr;Eski Fransızca
ira;tr;Diğer İran Dilleri
frs;tr;Doğu Frizcesi
frr;tr;Kuzey Frizce
csb;tr;Kashubian
pro;tr;Eski Provensal
pt;tr;Portekizce
dsb;tr;Aşağı Sorbça
jrb;tr;Yahudi Arapçası
ps;tr;Peştuca
tai;tr;Tai Dili
sad;tr;Sandawe
tig;tr;Tigre
fon;tr;Fon
sah;tr;Yakutça
sai;tr;Diğer Güney Amerika Yerli Dilleri
sal;tr;Salishan Dilleri
sam;tr;Samarit Aramcası
kbd;tr;Kabardeyce
cch;tr;Atsam
umb;tr;Umbundu
en_GB;tr;İngilizce (Birleşik Krallık)
arc;tr;Aramice
arp;tr;Arapaho Dili
dgr;tr;Dogrib
arn;tr;Araucanian Dili
bra;tr;Braj
kaw;tr;Kawi
zza;tr;Zazaca
gsw;tr;İsviçre Almancası
arw;tr;Arawak Dili
kar;tr;Karen
nog;tr;Nogay Dili
art;tr;Diğer Yapay Diller
kam;tr;Kamba
kaj;tr;Jju
non;tr;Old Norse
mga;tr;Ortaçağ İrlandacası
und;tr;Bilinmeyen veya Geçersiz Dil
elx;tr;Elam
kac;tr;Kaçin
kab;tr;Kabile
kaa;tr;Karakalpakça
sat;tr;Santali
sas;tr;Sasak
tiv;tr;Tiv
tkl;tr;Tokelau
pt_BR;tr;Portekizce (Brezilya)
apa;tr;Apaçi Dilleri
gwi;tr;Gwichʼin
osa;tr;Osage
btk;tr;Batak
cel;tr;Diğer Kelt Dilleri
del;tr;Delaware
den;tr;Slavey
lez;tr;Lezgice
ceb;tr;Cebuano
min;tr;Minangkabau
hup;tr;Hupa
tli;tr;Tlingit
enm;tr;Ortaçağ İngilizcesi
bua;tr;Buryat
tlh;tr;Klingon
mis;tr;Çeşitli Diller
mic;tr;Micmac
bug;tr;Bugis
tem;tr;Timne
sit_NP;tr;Diğer Sino-Tibet Dilleri (Nepal)
chb;tr;Chibcha
egy;tr;Eski Mısır Dili
de_AT;tr;Almanca (Avusturya)
awa;tr;Awadhi
chy;tr;Şayen Dili
chg;tr;Çağatay Dili
chk;tr;Chuukese
mkh;tr;Diğer Mon-Khmer Dilleri
cho;tr;Choctaw
chp;tr;Chipewyan
chm;tr;Mari
chn;tr;Chinook Jargon
tet;tr;Tetum
ter;tr;Tereno
chr;tr;Çeroki
zh;tr;Çince
fil;tr;Filipino
ast;tr;Asturyasca
za;tr;Zhuang
mni;tr;Manipuri
din;tr;Dinka
fiu;tr;Diğer Finno - Ugrik Dilleri
zu;tr;Zulu
mno;tr;Manobo Dilleri
vot;tr;Votic
uga;tr;Ugarit Dili
mnc;tr;Mançurya Dili
ath;tr;Atabaşkan Dilleri
nic;tr;Diğer Nijer-Kordofan Dilleri
nia;tr;Nias
byn;tr;Blin
de_CH;tr;Almanca (İsviçre)
niu;tr;Niuean
eka;tr;Ekajuk
aus;tr;Avustralya Dilleri
yo;tr;Yoruba
yi;tr;Yiddiş
zh_Hant;uk;китайська (Китайський традиційний)
fy;uk;фризька
gd;uk;гаельська
ga;uk;ірландська
shn;uk;шанська
fj;uk;фіджі
ff;uk;фула
fi;uk;фінська
fr;uk;французька
fo;uk;фарерська
zh_Hans;uk;китайська (Китайський спрощений)
udm;uk;удмуртська
sga;uk;давньоірландська
he;uk;іврит
ha;uk;хауса
sgn;uk;знакові мови
gn;uk;гуарані
gil;uk;гільбертська
gl;uk;галісійська
ain;uk;айнська
gv;uk;менкська
bik;uk;бікольська
gu;uk;гуджараті
iba;uk;ібанська
bin;uk;біні
dv;uk;дівехі
dz;uk;дзонг-ке
de;uk;німецька
mai;uk;майтхілі
fr_CH;uk;французька (Швейцарія)
mak;uk;макасарська
mad;uk;мадурська
mag;uk;магадхі
map;uk;австронезійська мова
fr_CA;uk;французька (Канада)
mas;uk;масаї
wen;uk;лужицькі мови
nl_BE;uk;голландська (Бельгія)
man;uk;мандінго
sid;uk;сідамо
eu;uk;басків
khi;uk;койсанські мови
fa;uk;перська
kha;uk;кхасі
bla;uk;сіксіка
sit;uk;китайсько-тибетські мови
new;uk;неварі
ee;uk;еве
el;uk;грецька
sio;uk;сіу мови
zen;uk;зенага
eo;uk;есперанто
en;uk;англійська
et;uk;естонська
kho;uk;хотаносакська
es;uk;іспанська
efi;uk;ефік
ca;uk;каталонська
hai;uk;хайда
root;uk;корінь
haw;uk;гавайська
bs;uk;боснійська
br;uk;бретонська
zbl;uk;блісса мова
bn;uk;бенгальська
bo;uk;тибетська
bm;uk;бамбара
anp;uk;ангіка
bg;uk;болгарська
bh;uk;біхарі
bi;uk;біслама
be;uk;білоруська
bnt;uk;банту
da;uk;данська
ang;uk;давньоанглійська
nds;uk;нижньонімецька
mdf;uk;мокша
fat;uk;фанті
dak;uk;дакота
cy;uk;валлійська
cv;uk;чуваська
fan;uk;фанг
cu;uk;церковнослов’янська
gez;uk;гєез
cs;uk;чеська
mdr;uk;мандарська
cr;uk;крі
dar;uk;даргінська
co;uk;корсиканська
kfo;uk;коро
jbo;uk;ложбан
day;uk;даяк
ch;uk;чаморро
sco;uk;шотландська
gem;uk;германська мова
ce;uk;чеченська
scn;uk;сицилійська
nap;uk;неаполітанська
es_419;uk;іспанська (Латинська Америка і Карибський басейн)
rap;uk;рапануї
kcg;uk;тіап
rar;uk;раротонга
nah;uk;нахуатль
nai;uk;північноамериканських індіанців мови
lad;uk;ладіно
lah;uk;ланда
pau;uk;палауанська
alt;uk;південноалтайська
lam;uk;ламба
men;uk;менде
en_AU;uk;англійська (Австралія)
en_CA;uk;англійська (Канада)
alg;uk;алгонкінські мови
az;uk;азербайджанська
paa;uk;папуаські мови
ay;uk;аймара
ba;uk;башкирська
pag;uk;пангасінанська
ale;uk;алеутська
as;uk;ассамська
pal;uk;пехлеві
ar;uk;арабська
pap;uk;пап’яменто
av;uk;аварська
pam;uk;пампанга
ak;uk;акан
raj;uk;раджастхані
yap;uk;яп
am;uk;амхарська
an;uk;арагонська
yao;uk;яо
aa;uk;афарська
zap;uk;сапотекська
ab;uk;абхазька
vai;uk;ваї
sem;uk;семітські мови
akk;uk;аккадська
sel;uk;селькупська
ae;uk;авестійська
af;uk;африкаанс
nr;uk;ндебелє південна
krc;uk;карачаєво-балкарська
no;uk;норвезька
nn;uk;норвезька нюнорськ
gba;uk;гбайя
ny;uk;ньянджа
nv;uk;навахо
pt_PT;uk;португальська (Португалія)
oc;uk;окитан
lui;uk;луїсеньо
kut;uk;кутенаї
luo;uk;луо
lun;uk;лунда
om;uk;оромо
lus;uk;лушей
phn;uk;фінікійсько-пунічна
kum;uk;кумицька
oj;uk;оджібва
phi;uk;філіппінські мови
tyv;uk;тувинська
ban;uk;балійська
os;uk;осетинська
bal;uk;балучі
bai;uk;бамілеке мови
rom;uk;циганська
or;uk;орія
son;uk;сонгай
bad;uk;банда
ijo;uk;іджо
gaa;uk;га
kro;uk;кру
roa;uk;романські мови
sog;uk;согдійська
pa;uk;панджабі
gay;uk;гайо
kru;uk;курукх
pl;uk;польська
bat;uk;балтійська мова
bas;uk;баса
krl;uk;карельська
pi;uk;палі
lo;uk;лаоська
ln;uk;лінгала
lv;uk;латвійська
lu;uk;луба-катанга
lt;uk;литовська
srr;uk;серер
srn;uk;сранан тонго
kos;uk;косрае
kok;uk;конкані
mg;uk;малагасійська
mh;uk;маршалльська
mk;uk;македонська
ml;uk;малайялам
mi;uk;маорі
mn;uk;монгольська
mo;uk;молдавська
mr;uk;маратхі
mt;uk;мальтійська
sr_Latn;uk;сербська (Латинський)
ms;uk;малайська
my;uk;бірманська
na;uk;науру
peo;uk;давньоперська
nb;uk;норвезька букмол
nd;uk;ндебелє північна
ne;uk;непальська
znd;uk;занде
